# observed_wavelength flux_16 flux_50 flux_84
# AA 1e-20erg/s/cm2/AA 1e-20erg/s/cm2/AA 1e-20erg/s/cm2/AA
# Morishita & Stiavelli (2022), 2207.11671
16452.3 0.39910 0.43231 0.46423
16499.8 0.40003 0.43304 0.46487
16547.3 0.39195 0.42202 0.45545
16594.8 0.39260 0.42244 0.45597
16642.2 0.39331 0.42829 0.45828
16689.7 0.39394 0.42876 0.45891
16737.2 0.37906 0.40978 0.43905
16784.7 0.37968 0.41026 0.43954
16832.2 0.38276 0.41218 0.44444
16879.7 0.38339 0.41266 0.44506
16927.2 0.37757 0.40938 0.43769
16974.7 0.37819 0.41010 0.43826
17022.2 0.37899 0.41371 0.44386
17069.7 0.37945 0.41451 0.44427
17117.2 0.37631 0.41132 0.44126
17164.7 0.37693 0.41188 0.44187
17212.2 0.36395 0.39429 0.41994
17259.7 0.36472 0.39477 0.42065
17307.2 0.36593 0.39766 0.42475
17354.7 0.36647 0.39815 0.42534
17402.2 0.35797 0.38749 0.41399
17449.7 0.35880 0.38800 0.41457
17497.2 0.34474 0.37049 0.39271
17544.7 0.34523 0.37091 0.39307
17592.1 0.34497 0.36904 0.39188
17639.6 0.34545 0.36965 0.39212
17687.1 0.35145 0.37525 0.39939
17734.6 0.35192 0.37575 0.39975
17782.1 0.36811 0.39367 0.41848
17829.6 0.36878 0.39421 0.41903
17877.1 0.35421 0.39689 0.43351
17924.6 0.35460 0.39758 0.43410
17972.1 0.33979 0.40318 0.46843
18019.6 0.34003 0.40363 0.46914
18067.1 0.35929 0.41723 0.47788
18114.6 0.36000 0.41776 0.47865
18162.1 0.34347 0.40503 0.46338
18209.6 0.34410 0.40564 0.46417
18257.1 0.33342 0.38204 0.42640
18304.6 0.33407 0.38252 0.42704
18352.1 0.33668 0.36557 0.39112
18399.6 0.33722 0.36604 0.39157
18447.1 0.33062 0.35480 0.37458
18494.6 0.33119 0.35534 0.37510
18542.0 0.31228 0.33484 0.35407
18589.5 0.31267 0.33521 0.35449
18637.0 0.31280 0.33924 0.36148
18684.5 0.31326 0.33960 0.36196
18732.0 0.31416 0.34393 0.36948
18779.5 0.31458 0.34426 0.36999
18827.0 0.30543 0.33044 0.35276
18874.5 0.30592 0.33096 0.35311
18922.0 0.29958 0.32328 0.34394
18969.5 0.30022 0.32385 0.34434
19017.0 0.30231 0.32719 0.35133
19064.5 0.30276 0.32758 0.35179
19112.0 0.29677 0.32201 0.34255
19159.5 0.29716 0.32254 0.34295
19207.0 0.29803 0.32702 0.35137
19254.5 0.29840 0.32737 0.35175
19302.0 0.29170 0.31584 0.33628
19349.5 0.29209 0.31628 0.33661
19397.0 0.28954 0.31536 0.33812
19444.5 0.29010 0.31568 0.33849
19491.9 0.28749 0.31006 0.32954
19539.4 0.28787 0.31043 0.32996
19586.9 0.28532 0.30949 0.32884
19634.4 0.28574 0.31002 0.32938
19681.9 0.28788 0.31575 0.33917
19729.4 0.28405 0.30637 0.32607
19776.9 0.28462 0.31097 0.33446
19824.4 0.28500 0.31151 0.33489
19871.9 0.27767 0.30053 0.31849
19919.4 0.27800 0.30089 0.31886
19966.9 0.27728 0.30211 0.32117
20014.4 0.27769 0.30262 0.32153
20061.9 0.27708 0.30103 0.32310
20109.4 0.27742 0.30144 0.32349
20156.9 0.27471 0.30036 0.32291
20204.4 0.27511 0.30083 0.32333
20251.9 0.26925 0.29430 0.31429
20299.4 0.26940 0.29463 0.31455
20346.9 0.26690 0.29087 0.30780
20394.4 0.26719 0.29127 0.30833
20441.8 0.26706 0.29292 0.31347
20489.3 0.26743 0.29347 0.31378
20536.8 0.26366 0.28896 0.30878
20584.3 0.26403 0.28947 0.30906
20631.8 0.26086 0.28609 0.30534
20679.3 0.26122 0.28649 0.30582
20726.8 0.25797 0.28176 0.30033
20774.3 0.25830 0.28218 0.30069
20821.8 0.25763 0.28361 0.30342
20869.3 0.25794 0.28407 0.30367
20916.8 0.25432 0.27976 0.29823
20964.3 0.25462 0.28015 0.29850
21011.8 0.25107 0.27452 0.29269
21059.3 0.25145 0.27490 0.29299
21106.8 0.24721 0.26934 0.28567
21154.3 0.24747 0.26956 0.28597
21201.8 0.24800 0.27211 0.28938
21249.3 0.24823 0.27257 0.28979
21296.8 0.24487 0.26816 0.28553
21344.3 0.24516 0.26863 0.28590
21391.7 0.24138 0.26312 0.27944
21439.2 0.24180 0.26346 0.27972
21486.7 0.24098 0.26393 0.28065
21534.2 0.24124 0.26428 0.28095
21581.7 0.24011 0.26412 0.28089
21629.2 0.24039 0.26441 0.28136
21676.7 0.24079 0.26489 0.28187
21724.2 0.24109 0.26519 0.28217
21771.7 0.23964 0.25969 0.27437
21819.2 0.23998 0.25987 0.27461
21866.7 0.24241 0.26151 0.27748
21914.2 0.24282 0.26184 0.27778
21961.7 0.24504 0.26015 0.27477
22009.2 0.24538 0.26046 0.27502
22056.7 0.22236 0.24157 0.25453
22104.2 0.22274 0.24186 0.25483
22151.7 0.23951 0.25303 0.26623
22199.2 0.23989 0.25332 0.26651
22246.7 0.23193 0.24617 0.25942
22294.2 0.23227 0.24648 0.25965
22341.6 0.22820 0.24497 0.25917
22389.1 0.22843 0.24526 0.25947
22436.6 0.22065 0.23715 0.25076
22484.1 0.22095 0.23745 0.25101
22531.6 0.21867 0.23642 0.24954
22579.1 0.21892 0.23662 0.24978
22626.6 0.21443 0.23032 0.24347
22674.1 0.21467 0.23061 0.24378
22721.6 0.21468 0.23252 0.24698
22769.1 0.21497 0.23280 0.24745
22816.6 0.21211 0.22851 0.24104
22864.1 0.21226 0.22879 0.24124
22911.6 0.21131 0.22771 0.24094
22959.1 0.21157 0.22792 0.24139
23006.6 0.21123 0.22911 0.24377
23054.1 0.21154 0.22933 0.24392
23101.6 0.20911 0.22475 0.23679
23149.1 0.20940 0.22500 0.23691
23196.6 0.21018 0.22689 0.24064
23244.1 0.21046 0.22720 0.24086
23291.5 0.21003 0.22618 0.23937
23339.0 0.21034 0.22652 0.23963
23386.5 0.20960 0.22463 0.23674
23434.0 0.20988 0.22487 0.23692
23481.5 0.20713 0.22197 0.23352
23529.0 0.20736 0.22231 0.23379
23576.5 0.20672 0.22209 0.23509
23624.0 0.20697 0.22227 0.23537
23671.5 0.20178 0.21583 0.22726
23719.0 0.20202 0.21609 0.22747
23766.5 0.20205 0.21884 0.23222
23814.0 0.20222 0.21912 0.23262
23861.5 0.19756 0.21194 0.22343
23909.0 0.19832 0.21385 0.22753
23956.5 0.19552 0.21006 0.22199
24004.0 0.19567 0.21030 0.22224
24051.5 0.19378 0.20828 0.22004
24099.0 0.19385 0.20847 0.22027
24146.5 0.19174 0.20616 0.21760
24194.0 0.19189 0.20637 0.21785
24241.4 0.19315 0.20794 0.22134
24288.9 0.19337 0.20815 0.22161
24336.4 0.19138 0.20580 0.21860
24383.9 0.19163 0.20607 0.21872
24431.4 0.19174 0.20781 0.22105
24478.9 0.19195 0.20796 0.22141
24526.4 0.19061 0.20652 0.22019
24573.9 0.19082 0.20670 0.22057
24621.4 0.18958 0.20514 0.21848
24668.9 0.18980 0.20532 0.21872
24716.4 0.18721 0.20167 0.21474
24763.9 0.18741 0.20191 0.21497
24811.4 0.18567 0.20008 0.21309
24858.9 0.18588 0.20033 0.21338
24906.4 0.18666 0.20079 0.21350
24953.9 0.18682 0.20103 0.21375
25001.4 0.18858 0.20220 0.21380
25048.9 0.18875 0.20247 0.21403
25096.4 0.19481 0.20786 0.21901
25143.9 0.19502 0.20799 0.21924
25191.3 0.19723 0.20983 0.22019
25238.8 0.19741 0.21009 0.22040
25286.3 0.19565 0.20696 0.21581
25333.8 0.19588 0.20722 0.21605
25381.3 0.19359 0.20622 0.21585
25428.8 0.19380 0.20640 0.21605
25476.3 0.18880 0.20196 0.21316
25523.8 0.18892 0.20218 0.21350
25571.3 0.18230 0.19624 0.20794
25618.8 0.18245 0.19643 0.20817
25666.3 0.17949 0.19414 0.20789
25713.8 0.17968 0.19441 0.20813
25761.3 0.17624 0.19024 0.20343
25808.8 0.17640 0.19042 0.20362
25856.3 0.17443 0.18842 0.20155
25903.8 0.17466 0.18860 0.20163
25951.3 0.17484 0.19029 0.20408
25998.8 0.17503 0.19050 0.20432
26046.3 0.17135 0.18431 0.19572
26093.8 0.17153 0.18456 0.19590
26141.2 0.17244 0.18510 0.19606
26188.7 0.17259 0.18532 0.19625
26236.2 0.17647 0.18853 0.19791
26283.7 0.17661 0.18874 0.19812
26331.2 0.18358 0.19411 0.20271
26378.7 0.18378 0.19432 0.20291
26426.2 0.18819 0.19772 0.20536
26473.7 0.18837 0.19792 0.20556
26521.2 0.17936 0.19280 0.20283
26568.7 0.17957 0.19304 0.20300
26616.2 0.18379 0.19506 0.20324
26663.7 0.18396 0.19526 0.20338
26711.2 0.18476 0.19411 0.20181
26758.7 0.18496 0.19426 0.20206
26806.2 0.17754 0.18799 0.19637
26853.7 0.17772 0.18818 0.19657
26901.2 0.16954 0.18116 0.18984
26948.7 0.16970 0.18140 0.19013
26996.2 0.16537 0.17811 0.18873
27043.7 0.16554 0.17831 0.18899
27091.1 0.16289 0.17617 0.18732
27138.6 0.16300 0.17632 0.18755
27186.1 0.16379 0.17699 0.18892
27233.6 0.16396 0.17720 0.18920
27281.1 0.16254 0.17550 0.18735
27328.6 0.16261 0.17565 0.18753
27376.1 0.16202 0.17515 0.18689
27423.6 0.16210 0.17528 0.18708
27471.1 0.16110 0.17376 0.18541
27518.6 0.16116 0.17391 0.18557
27566.1 0.16123 0.17411 0.18585
27613.6 0.16004 0.17434 0.18632
27661.1 0.16012 0.17450 0.18648
27708.6 0.16028 0.17465 0.18663
27756.1 0.15819 0.17162 0.18278
27803.6 0.15835 0.17169 0.18301
27851.1 0.15850 0.17176 0.18324
27898.6 0.15866 0.17183 0.18347
27946.1 0.15671 0.16914 0.17989
27993.6 0.15686 0.16918 0.18006
28041.0 0.15702 0.16927 0.18030
28088.5 0.15717 0.16940 0.18053
28136.0 0.15577 0.16838 0.17923
28183.5 0.15593 0.16845 0.17939
28231.0 0.15608 0.16856 0.17955
28278.5 0.15623 0.16867 0.17975
28326.0 0.15456 0.16673 0.17742
28373.5 0.15469 0.16679 0.17765
28421.0 0.15483 0.16688 0.17788
28468.5 0.15497 0.16701 0.17799
28516.0 0.15322 0.16502 0.17587
28563.5 0.15337 0.16520 0.17615
28611.0 0.15353 0.16537 0.17642
28658.5 0.15368 0.16555 0.17659
28706.0 0.15217 0.16362 0.17431
28753.5 0.15233 0.16380 0.17449
28801.0 0.15248 0.16398 0.17465
28848.5 0.15263 0.16416 0.17483
28896.0 0.15064 0.16206 0.17222
28943.5 0.15078 0.16222 0.17232
28990.9 0.15093 0.16232 0.17256
29038.4 0.15108 0.16237 0.17272
29085.9 0.14928 0.16006 0.17009
29133.4 0.14942 0.16020 0.17033
29180.9 0.14955 0.16029 0.17045
29228.4 0.14969 0.16043 0.17068
29275.9 0.14800 0.15903 0.16817
29323.4 0.14812 0.15904 0.16841
29370.9 0.14825 0.15905 0.16865
29418.4 0.14837 0.15911 0.16890
29465.9 0.14691 0.15708 0.16615
29513.4 0.14704 0.15725 0.16638
29560.9 0.14716 0.15743 0.16652
29608.4 0.14729 0.15760 0.16669
29655.9 0.14520 0.15521 0.16384
29703.4 0.14529 0.15535 0.16403
29750.9 0.14544 0.15549 0.16422
29798.4 0.14558 0.15562 0.16440
29845.9 0.14401 0.15388 0.16227
29893.4 0.14412 0.15400 0.16241
29940.8 0.14424 0.15406 0.16259
29988.3 0.14438 0.15413 0.16276
30035.8 0.14284 0.15233 0.16037
30083.3 0.14296 0.15242 0.16056
30130.8 0.14309 0.15251 0.16072
30178.3 0.14322 0.15264 0.16088
30225.8 0.14116 0.14925 0.15707
30273.3 0.14131 0.14937 0.15721
30320.8 0.14146 0.14951 0.15736
30368.3 0.14162 0.14961 0.15750
30415.8 0.14090 0.14895 0.15680
30463.3 0.14099 0.14908 0.15694
30510.8 0.14113 0.14920 0.15710
30558.3 0.14126 0.14935 0.15733
30605.8 0.13949 0.14706 0.15456
30653.3 0.13962 0.14719 0.15463
30700.8 0.13975 0.14733 0.15470
30748.3 0.13989 0.14747 0.15477
30795.8 0.13912 0.14654 0.15417
30843.3 0.13923 0.14668 0.15433
30890.7 0.13933 0.14683 0.15445
30938.2 0.13944 0.14697 0.15452
30985.7 0.13867 0.14575 0.15322
31033.2 0.13879 0.14585 0.15343
31080.7 0.13890 0.14600 0.15363
31128.2 0.13902 0.14615 0.15379
31175.7 0.13773 0.14473 0.15185
31223.2 0.13787 0.14487 0.15192
31270.7 0.13800 0.14501 0.15198
31318.2 0.13810 0.14515 0.15205
31365.7 0.13663 0.14381 0.15040
31413.2 0.13667 0.14395 0.15055
31460.7 0.13677 0.14409 0.15071
31508.2 0.13690 0.14422 0.15089
31555.7 0.13533 0.14224 0.14901
31603.2 0.13545 0.14239 0.14917
31650.7 0.13558 0.14253 0.14933
31698.2 0.13570 0.14266 0.14948
31745.7 0.13392 0.14078 0.14747
31793.2 0.13399 0.14090 0.14760
31840.6 0.13407 0.14103 0.14776
31888.1 0.13414 0.14115 0.14793
31935.6 0.13245 0.13897 0.14605
31983.1 0.13254 0.13907 0.14621
32030.6 0.13264 0.13917 0.14633
32078.1 0.13274 0.13928 0.14647
32125.6 0.13157 0.13819 0.14492
32173.1 0.13165 0.13832 0.14508
32220.6 0.13173 0.13846 0.14525
32268.1 0.13181 0.13857 0.14540
32315.6 0.13098 0.13747 0.14401
32363.1 0.13104 0.13758 0.14419
32410.6 0.13109 0.13770 0.14438
32458.1 0.13113 0.13781 0.14457
32505.6 0.12925 0.13559 0.14234
32553.1 0.12935 0.13570 0.14245
32600.6 0.12945 0.13584 0.14257
32648.1 0.12958 0.13599 0.14272
32695.6 0.12629 0.13303 0.13920
32743.1 0.12633 0.13314 0.13933
32790.5 0.12640 0.13325 0.13948
32838.0 0.12648 0.13334 0.13960
32885.5 0.12568 0.13240 0.13856
32933.0 0.12576 0.13252 0.13874
32980.5 0.12585 0.13264 0.13888
33028.0 0.12593 0.13276 0.13902
33075.5 0.12503 0.13163 0.13788
33123.0 0.12511 0.13177 0.13801
33170.5 0.12519 0.13190 0.13815
33218.0 0.12528 0.13202 0.13828
33265.5 0.12491 0.13124 0.13728
33313.0 0.12498 0.13138 0.13741
33360.5 0.12506 0.13143 0.13754
33408.0 0.12511 0.13153 0.13767
33455.5 0.12357 0.12978 0.13603
33503.0 0.12367 0.12990 0.13616
33550.5 0.12377 0.13002 0.13630
33598.0 0.12387 0.13012 0.13642
33645.5 0.12334 0.12941 0.13528
33693.0 0.12343 0.12948 0.13543
