# observed_wavelength flux_16 flux_50 flux_84
# AA 1e-19erg/s/cm2/AA 1e-19erg/s/cm2/AA 1e-19erg/s/cm2/AA
# Morishita & Stiavelli (2022), 2207.11671
24755.9 0.05684 0.05805 0.05914
24799.2 0.05577 0.05698 0.05805
24842.6 0.05583 0.05705 0.05812
24885.9 0.05578 0.05697 0.05802
24929.2 0.05585 0.05704 0.05809
24972.5 0.05545 0.05661 0.05765
25015.9 0.05551 0.05667 0.05771
25059.2 0.05547 0.05661 0.05765
25102.5 0.05554 0.05668 0.05772
25145.8 0.05561 0.05675 0.05779
25189.2 0.05481 0.05596 0.05701
25232.5 0.05488 0.05602 0.05707
25275.8 0.05495 0.05609 0.05714
25319.1 0.05478 0.05588 0.05690
25362.5 0.05485 0.05595 0.05696
25405.8 0.05492 0.05601 0.05703
25449.1 0.05499 0.05608 0.05710
25492.4 0.05469 0.05576 0.05675
25535.8 0.05476 0.05582 0.05681
25579.1 0.05482 0.05589 0.05687
25622.4 0.05489 0.05596 0.05694
25665.7 0.05447 0.05552 0.05649
25709.1 0.05454 0.05558 0.05656
25752.4 0.05460 0.05564 0.05662
25795.7 0.05466 0.05570 0.05668
25839.0 0.05432 0.05535 0.05632
25882.4 0.05438 0.05541 0.05638
25925.7 0.05444 0.05547 0.05644
25969.0 0.05450 0.05553 0.05649
26012.3 0.05403 0.05504 0.05600
26055.7 0.05409 0.05510 0.05607
26099.0 0.05415 0.05516 0.05613
26142.3 0.05421 0.05522 0.05619
26185.6 0.05399 0.05499 0.05594
26229.0 0.05405 0.05505 0.05600
26272.3 0.05411 0.05511 0.05606
26315.6 0.05418 0.05517 0.05611
26358.9 0.05407 0.05504 0.05599
26402.3 0.05414 0.05511 0.05605
26445.6 0.05421 0.05517 0.05611
26488.9 0.05427 0.05524 0.05616
26532.2 0.05421 0.05516 0.05610
26575.6 0.05427 0.05521 0.05617
26618.9 0.05433 0.05527 0.05623
26662.2 0.05440 0.05533 0.05629
26705.5 0.05416 0.05508 0.05603
26748.9 0.05422 0.05515 0.05609
26792.2 0.05429 0.05521 0.05616
26835.5 0.05436 0.05527 0.05622
26878.8 0.05438 0.05525 0.05622
26922.2 0.05444 0.05531 0.05628
26965.5 0.05451 0.05537 0.05634
27008.8 0.05457 0.05543 0.05640
27052.1 0.05413 0.05500 0.05597
27095.5 0.05419 0.05506 0.05603
27138.8 0.05425 0.05512 0.05609
27182.1 0.05431 0.05518 0.05614
27225.4 0.05391 0.05476 0.05572
27268.8 0.05397 0.05483 0.05578
27312.1 0.05403 0.05488 0.05584
27355.4 0.05409 0.05494 0.05590
27398.7 0.05388 0.05474 0.05569
27442.1 0.05393 0.05479 0.05575
27485.4 0.05399 0.05485 0.05581
27528.7 0.05404 0.05491 0.05587
27572.0 0.05405 0.05488 0.05588
27615.4 0.05411 0.05493 0.05594
27658.7 0.05416 0.05499 0.05600
27702.0 0.05422 0.05505 0.05605
27745.3 0.05386 0.05468 0.05569
27788.7 0.05392 0.05474 0.05575
27832.0 0.05397 0.05480 0.05580
27875.3 0.05403 0.05486 0.05586
27918.6 0.05390 0.05478 0.05576
27962.0 0.05396 0.05483 0.05582
28005.3 0.05401 0.05489 0.05587
28048.6 0.05407 0.05495 0.05593
28091.9 0.05396 0.05484 0.05584
28135.3 0.05401 0.05489 0.05590
28178.6 0.05407 0.05495 0.05595
28221.9 0.05412 0.05500 0.05600
28265.2 0.05403 0.05492 0.05594
28308.6 0.05409 0.05497 0.05600
28351.9 0.05415 0.05503 0.05606
28395.2 0.05420 0.05509 0.05612
28438.5 0.05413 0.05502 0.05607
28481.9 0.05419 0.05508 0.05612
28525.2 0.05426 0.05514 0.05618
28568.5 0.05432 0.05520 0.05624
28611.8 0.05420 0.05508 0.05611
28655.2 0.05425 0.05513 0.05616
28698.5 0.05430 0.05518 0.05622
28741.8 0.05435 0.05523 0.05628
28785.1 0.05439 0.05530 0.05636
28828.5 0.05445 0.05536 0.05641
28871.8 0.05450 0.05542 0.05646
28915.1 0.05455 0.05548 0.05652
28958.4 0.05455 0.05548 0.05653
29001.8 0.05460 0.05553 0.05659
29045.1 0.05465 0.05558 0.05664
29088.4 0.05471 0.05563 0.05670
29131.7 0.05462 0.05553 0.05667
29175.1 0.05467 0.05559 0.05672
29218.4 0.05473 0.05564 0.05678
29261.7 0.05478 0.05569 0.05683
29305.0 0.05474 0.05566 0.05682
29348.4 0.05479 0.05571 0.05688
29391.7 0.05484 0.05577 0.05695
29435.0 0.05490 0.05582 0.05701
29478.3 0.05480 0.05572 0.05695
29521.7 0.05485 0.05577 0.05701
29565.0 0.05490 0.05583 0.05707
29608.3 0.05495 0.05589 0.05713
29651.6 0.05454 0.05547 0.05677
29695.0 0.05460 0.05552 0.05683
29738.3 0.05465 0.05557 0.05689
29781.6 0.05470 0.05562 0.05694
29824.9 0.05212 0.05302 0.05421
29868.3 0.05217 0.05307 0.05426
